nom,epoch,trial,battery,station,target,reward,state,action,x,y,done,fail,45
[0, 1, 23, 64.5, 30.407608283280585, 49.030795097821205, 5, 21, 1, 6, 4, 0, 0, 0]
[0, 1, 24, 63.0, 28.847190112010743, 39.646670611364556, 5, 21, 1, 6, 5, 0, 0, 0]
[0, 1, 25, 61.5, 30.407608283280585, 49.030795097821205, 5, 21, 1, 6, 4, 0, 0, 0]
[0, 1, 26, 60.0, 28.847190112010743, 39.646670611364556, 5, 21, 1, 6, 5, 0, 0, 0]
[0, 1, 27, 58.5, 30.407608283280585, 49.030795097821205, 5, 21, 1, 6, 4, 0, 0, 0]
[0, 1, 28, 57.0, 28.847190112010743, 39.646670611364556, 5, 21, 1, 6, 5, 0, 0, 0]
[0, 1, 29, 55.5, 30.407608283280585, 49.030795097821205, 5, 21, 1, 6, 4, 0, 0, 0]
[0, 1, 30, 54.0, 28.847190112010743, 39.646670611364556, 5, 21, 1, 6, 5, 0, 0, 0]
[0, 1, 31, 52.5, 30.407608283280585, 49.030795097821205, 5, 21, 1, 6, 4, 0, 0, 0]
[0, 1, 32, 51.0, 28.847190112010743, 39.646670611364556, 5, 21, 1, 6, 5, 0, 0, 0]
[0, 1, 33, 49.5, 38.46292014934766, 38.46292014934766, -1, 12, 0, 5, 5, 0, 0, 0]
[0, 1, 34, 48.0, 28.847190112010743, 39.646670611364556, 5, 13, 1, 6, 5, 0, 0, 0]
[0, 1, 35, 46.5, 30.407608283280585, 49.030795097821205, 5, 12, 1, 6, 4, 0, 0, 0]
[0, 1, 36, 45.0, 28.847190112010743, 39.646670611364556, 5, 12, 1, 6, 5, 0, 0, 0]
[0, 1, 37, 43.5, 30.407608283280585, 49.030795097821205, 5, 12, 1, 6, 4, 0, 0, 0]
[0, 1, 38, 42.0, 28.847190112010743, 39.646670611364556, 5, 12, 1, 6, 5, 0, 0, 0]
[0, 1, 39, 40.5, 30.407608283280585, 49.030795097821205, 5, 12, 1, 6, 4, 0, 0, 0]
[0, 1, 40, 38.5, 28.847190112010743, 39.646670611364556, 5, 12, 1, 6, 5, 0, 0, 0]
[0, 1, 41, 36.0, 30.407608283280585, 49.030795097821205, 5, 12, 1, 6, 4, 0, 0, 0]
[0, 1, 42, 33.5, 28.847190112010743, 39.646670611364556, 5, 12, 1, 6, 5, 0, 0, 0]
[0, 1, 43, 31.0, 30.407608283280585, 49.030795097821205, 5, 12, 1, 6, 4, 0, 0, 0]
[0, 1, 44, 28.5, 28.847190112010743, 39.646670611364556, 5, 3, 0, 6, 5, 0, 0, 0]
[0, 1, 45, 26.0, 38.46292014934766, 38.46292014934766, -1, 3, 0, 5, 5, 0, 0, 0]
[0, 1, 46, 23.5, 39.646670611364556, 28.847190112010743, 10, 4, 0, 5, 6, 0, 0, 0]
[0, 1, 47, 21.0, 43.00285203354387, 19.23146007467383, 10, 1, 0, 5, 7, 0, 0, 0]
[0, 1, 48, 18.5, 48.07865018668458, 9.615730037336915, 10, 1, 0, 5, 8, 0, 0, 0]
[0, 1, 49, 16.0, 54.39478332368086, 0, 10, 1, 0, 5, 9, 1, 0, 0]
[0, 2, 1, 97.5, 94.70395779819081, 90.7146157431864, -1, 35, 0, 0, 1, 0, 0, 0]
[0, 2, 2, 96.0, 91.22282484984174, 82.71763746124408, -1, 35, 0, 0, 2, 0, 0, 0]
[0, 2, 3, 94.5, 88.65265056855428, 75.10125240771652, -1, 35, 1, 0, 3, 0, 0, 0]
[0, 2, 4, 93.0, 79.29334122272911, 69.34001540127501, -1, 35, 1, 1, 3, 0, 0, 0]
[0, 2, 5, 91.5, 77.52449399906664, 61.57071406268307, -1, 35, 0, 1, 4, 0, 0, 0]
[0, 2, 6, 90.0, 76.92584029869532, 54.39478332368086, -1, 32, 0, 1, 5, 0, 0, 0]
[0, 2, 7, 88.5, 67.3101102613584, 48.07865018668458, -1, 32, 1, 2, 5, 0, 0, 0]
[0, 2, 8, 87.0, 57.69438022402149, 43.00285203354387, -1, 32, 1, 3, 5, 0, 0, 0]
[0, 2, 9, 85.5, 58.490202372576086, 34.670007700637505, 10, 31, 0, 3, 6, 0, 0, 0]
[0, 2, 10, 84.0, 60.81521656656117, 27.19739166184043, 10, 28, 0, 3, 7, 0, 0, 0]
[0, 2, 11, 82.5, 51.7822909919729, 21.501426016771934, 10, 28, 0, 4, 7, 0, 0, 0]
[0, 2, 12, 81.0, 56.06885928153056, 13.598695830920215, 10, 28, 0, 4, 8, 0, 0, 0]
[0, 2, 13, 79.5, 48.07865018668458, 9.615730037336915, 10, 28, 0, 5, 8, 0, 0, 0]
[0, 2, 14, 78.0, 54.39478332368086, 0, 10, 28, 0, 5, 9, 1, 0, 0]
[0, 3, 1, 97.5, 99, 99, -1, 35, 2, 5, 9, 0, 0, 0]
[0, 3, 2, 96.0, 94.70395779819081, 90.7146157431864, -1, 35, 0, 0, 1, 0, 0, 0]
[0, 3, 3, 94.5, 86.00570406708773, 86.00570406708773, -1, 35, 1, 1, 1, 0, 0, 0]
[0, 3, 4, 93.0, 77.52449399906664, 82.15683345296888, -1, 35, 1, 2, 1, 0, 0, 0]
[0, 3, 5, 91.5, 77.52449399906664, 82.15683345296888, -1, 35, 2, 2, 1, 0, 0, 0]
[0, 3, 6, 90.0, 69.34001540127501, 79.29334122272911, -1, 35, 0, 3, 1, 0, 0, 0]
[0, 3, 7, 88.5, 69.34001540127501, 79.29334122272911, -1, 35, 2, 3, 1, 0, 0, 0]
[0, 3, 8, 87.0, 69.34001540127501, 79.29334122272911, -1, 35, 2, 3, 1, 0, 0, 0]
[0, 3, 9, 85.5, 61.57071406268307, 77.52449399906664, -1, 35, 0, 4, 1, 0, 0, 0]
[0, 3, 10, 84.0, 54.39478332368086, 76.92584029869532, -1, 34, 1, 5, 1, 0, 0, 0]
[0, 3, 11, 82.5, 48.07865018668458, 67.3101102613584, -1, 34, 1, 5, 2, 0, 0, 0]
[0, 3, 12, 81.0, 43.00285203354387, 57.69438022402149, -1, 34, 1, 5, 3, 0, 0, 0]
[0, 3, 13, 79.5, 39.646670611364556, 48.07865018668458, -1, 31, 0, 5, 4, 0, 0, 0]
[0, 3, 14, 78.0, 30.407608283280585, 49.030795097821205, 5, 31, 1, 6, 4, 0, 0, 0]
[0, 3, 15, 76.5, 28.847190112010743, 39.646670611364556, 5, 30, 1, 6, 5, 0, 0, 0]
[0, 3, 16, 75.0, 30.407608283280585, 49.030795097821205, 5, 30, 1, 6, 4, 0, 0, 0]
[0, 3, 17, 73.5, 28.847190112010743, 39.646670611364556, 5, 30, 1, 6, 5, 0, 0, 0]
[0, 3, 18, 72.0, 30.407608283280585, 49.030795097821205, 5, 30, 1, 6, 4, 0, 0, 0]
[0, 3, 19, 70.5, 28.847190112010743, 39.646670611364556, 5, 30, 1, 6, 5, 0, 0, 0]
[0, 3, 20, 69.0, 30.407608283280585, 49.030795097821205, 5, 21, 1, 6, 4, 0, 0, 0]
[0, 3, 21, 67.5, 28.847190112010743, 39.646670611364556, 5, 21, 1, 6, 5, 0, 0, 0]
[0, 3, 22, 66.0, 30.407608283280585, 49.030795097821205, 5, 21, 1, 6, 4, 0, 0, 0]
[0, 3, 23, 64.5, 28.847190112010743, 39.646670611364556, 5, 21, 1, 6, 5, 0, 0, 0]
[0, 3, 24, 63.0, 30.407608283280585, 49.030795097821205, 5, 21, 1, 6, 4, 0, 0, 0]
[0, 3, 25, 61.5, 28.847190112010743, 39.646670611364556, 5, 21, 1, 6, 5, 0, 0, 0]
[0, 3, 26, 60.0, 30.407608283280585, 49.030795097821205, 5, 21, 1, 6, 4, 0, 0, 0]
[0, 3, 27, 58.5, 28.847190112010743, 39.646670611364556, 5, 21, 1, 6, 5, 0, 0, 0]
[0, 3, 28, 57.0, 30.407608283280585, 49.030795097821205, 5, 21, 1, 6, 4, 0, 0, 0]
[0, 3, 29, 55.5, 28.847190112010743, 39.646670611364556, 5, 21, 1, 6, 5, 0, 0, 0]
[0, 3, 30, 54.0, 30.407608283280585, 49.030795097821205, 5, 21, 1, 6, 4, 0, 0, 0]
[0, 3, 31, 52.5, 28.847190112010743, 39.646670611364556, 5, 21, 1, 6, 5, 0, 0, 0]
[0, 3, 32, 51.0, 30.407608283280585, 49.030795097821205, 5, 21, 1, 6, 4, 0, 0, 0]
[0, 3, 33, 49.5, 28.847190112010743, 39.646670611364556, 5, 12, 1, 6, 5, 0, 0, 0]
[0, 3, 34, 48.0, 30.407608283280585, 49.030795097821205, 5, 12, 1, 6, 4, 0, 0, 0]
[0, 3, 35, 46.5, 28.847190112010743, 39.646670611364556, 5, 12, 1, 6, 5, 0, 0, 0]
[0, 3, 36, 45.0, 30.407608283280585, 49.030795097821205, 5, 12, 1, 6, 4, 0, 0, 0]
[0, 3, 37, 43.5, 28.847190112010743, 39.646670611364556, 5, 12, 1, 6, 5, 0, 0, 0]
[0, 3, 38, 42.0, 30.407608283280585, 49.030795097821205, 5, 12, 1, 6, 4, 0, 0, 0]
[0, 3, 39, 40.5, 28.847190112010743, 39.646670611364556, 5, 12, 1, 6, 5, 0, 0, 0]
[0, 3, 40, 38.5, 30.407608283280585, 49.030795097821205, 5, 12, 1, 6, 4, 0, 0, 0]
[0, 3, 41, 36.0, 28.847190112010743, 39.646670611364556, 5, 12, 1, 6, 5, 0, 0, 0]
[0, 3, 42, 33.5, 30.407608283280585, 49.030795097821205, 5, 12, 1, 6, 4, 0, 0, 0]
[0, 3, 43, 31.0, 28.847190112010743, 39.646670611364556, 5, 12, 1, 6, 5, 0, 0, 0]
[0, 3, 44, 28.5, 30.407608283280585, 49.030795097821205, 5, 3, 1, 6, 4, 0, 0, 0]
[0, 3, 45, 26.0, 28.847190112010743, 39.646670611364556, 5, 3, 1, 6, 5, 0, 0, 0]
[0, 3, 46, 23.5, 30.407608283280585, 49.030795097821205, 5, 3, 1, 6, 4, 0, 0, 0]
[0, 3, 47, 21.0, 28.847190112010743, 39.646670611364556, 5, 3, 1, 6, 5, 0, 0, 0]
[0, 3, 48, 18.5, 30.407608283280585, 49.030795097821205, 5, 3, 1, 6, 4, 0, 0, 0]
[0, 3, 49, 16.0, 28.847190112010743, 39.646670611364556, 5, 3, 1, 6, 5, 0, 0, 0]
[0, 3, 50, 13.5, 30.407608283280585, 49.030795097821205, 5, 3, 1, 6, 4, 0, 0, 0]
[0, 3, 51, 11.0, 28.847190112010743, 39.646670611364556, 5, 3, 1, 6, 5, 0, 0, 0]
[0, 3, 52, 8.5, 30.407608283280585, 49.030795097821205, 5, 3, 1, 6, 4, 0, 0, 0]
[0, 4, 1, 97.5, 99, 99, -1, 35, 2, 6, 4, 0, 0, 0]
[0, 4, 2, 96.0, 99, 99, -1, 35, 2, 6, 4, 0, 0, 0]
[0, 4, 3, 94.5, 99, 99, -1, 35, 2, 6, 4, 0, 0, 0]
[0, 4, 4, 93.0, 99, 99, -1, 35, 2, 6, 4, 0, 0, 0]
[0, 4, 5, 91.5, 99, 99, -1, 35, 2, 6, 4, 0, 0, 0]
[0, 4, 6, 90.0, 90.7146157431864, 94.70395779819081, -1, 35, 0, 1, 0, 0, 0, 0]
[0, 4, 7, 88.5, 90.7146157431864, 94.70395779819081, -1, 35, 2, 1, 0, 0, 0, 0]
[0, 4, 8, 87.0, 82.71763746124408, 91.22282484984174, -1, 35, 0, 2, 0, 0, 0, 0]
[0, 4, 9, 85.5, 75.10125240771652, 88.65265056855428, -1, 35, 0, 3, 0, 0, 0, 0]
[0, 4, 10, 84.0, 69.34001540127501, 79.29334122272911, -1, 35, 1, 3, 1, 0, 0, 0]
[0, 4, 11, 82.5, 61.57071406268307, 77.52449399906664, -1, 35, 1, 4, 1, 0, 0, 0]
[0, 4, 12, 81.0, 54.39478332368086, 76.92584029869532, -1, 34, 1, 5, 1, 0, 0, 0]
[0, 4, 13, 79.5, 48.07865018668458, 67.3101102613584, -1, 34, 1, 5, 2, 0, 0, 0]
[0, 4, 14, 78.0, 43.00285203354387, 57.69438022402149, -1, 34, 1, 5, 3, 0, 0, 0]
[0, 4, 15, 76.5, 34.670007700637505, 58.490202372576086, 5, 31, 1, 6, 3, 0, 0, 0]
[0, 4, 16, 75.0, 27.19739166184043, 60.81521656656117, 5, 30, 1, 7, 3, 0, 0, 0]
[0, 4, 17, 73.5, 21.501426016771934, 64.5042780503158, 5, 30, 1, 8, 3, 0, 0, 0]
[0, 4, 18, 72.0, 19.23146007467383, 69.34001540127501, 5, 30, 1, 9, 3, 0, 0, 0]
[0, 4, 19, 70.5, 9.615730037336915, 61.57071406268307, 5, 33, 0, 9, 4, 0, 0, 0]
[0, 4, 20, 69.0, 0, 54.39478332368086, 5, 21, 1, 9, 5, 1, 0, 0]
[0, 5, 1, 97.5, 90.7146157431864, 94.70395779819081, -1, 35, 1, 1, 0, 0, 0, 0]
[0, 5, 2, 96.0, 86.00570406708773, 86.00570406708773, -1, 35, 0, 1, 1, 0, 0, 0]
[0, 5, 3, 94.5, 77.52449399906664, 82.15683345296888, -1, 35, 1, 2, 1, 0, 0, 0]
[0, 5, 4, 93.0, 69.34001540127501, 79.29334122272911, -1, 35, 0, 3, 1, 0, 0, 0]
[0, 5, 5, 91.5, 69.34001540127501, 79.29334122272911, -1, 35, 2, 3, 1, 0, 0, 0]
[0, 5, 6, 90.0, 61.57071406268307, 77.52449399906664, -1, 35, 1, 4, 1, 0, 0, 0]
[0, 5, 7, 88.5, 61.57071406268307, 77.52449399906664, -1, 34, 2, 4, 1, 0, 0, 0]
[0, 5, 8, 87.0, 54.39478332368086, 76.92584029869532, -1, 34, 1, 5, 1, 0, 0, 0]
[0, 5, 9, 85.5, 48.07865018668458, 67.3101102613584, -1, 34, 0, 5, 2, 0, 0, 0]
[0, 5, 10, 84.0, 43.00285203354387, 57.69438022402149, -1, 34, 1, 5, 3, 0, 0, 0]
[0, 5, 11, 82.5, 34.670007700637505, 58.490202372576086, 5, 31, 1, 6, 3, 0, 0, 0]
[0, 5, 12, 81.0, 27.19739166184043, 60.81521656656117, 5, 30, 1, 7, 3, 0, 0, 0]
[0, 5, 13, 79.5, 21.501426016771934, 64.5042780503158, 5, 30, 1, 8, 3, 0, 0, 0]
[0, 5, 14, 78.0, 19.23146007467383, 69.34001540127501, 5, 30, 1, 9, 3, 0, 0, 0]
[0, 5, 15, 76.5, 9.615730037336915, 61.57071406268307, 5, 33, 0, 9, 4, 0, 0, 0]
[0, 5, 16, 75.0, 0, 54.39478332368086, 5, 30, 1, 9, 5, 1, 0, 0]
[0, 6, 1, 97.5, 90.7146157431864, 94.70395779819081, -1, 35, 1, 1, 0, 0, 0, 0]
[0, 6, 2, 96.0, 82.71763746124408, 91.22282484984174, -1, 35, 1, 2, 0, 0, 0, 0]
[0, 6, 3, 94.5, 82.71763746124408, 91.22282484984174, -1, 35, 2, 2, 0, 0, 0, 0]
[0, 6, 4, 93.0, 82.71763746124408, 91.22282484984174, -1, 35, 2, 2, 0, 0, 0, 0]
[0, 6, 5, 91.5, 77.52449399906664, 82.15683345296888, -1, 35, 0, 2, 1, 0, 0, 0]
[0, 6, 6, 90.0, 77.52449399906664, 82.15683345296888, -1, 35, 2, 2, 1, 0, 0, 0]
[0, 6, 7, 88.5, 69.34001540127501, 79.29334122272911, -1, 35, 1, 3, 1, 0, 0, 0]
[0, 6, 8, 87.0, 61.57071406268307, 77.52449399906664, -1, 35, 1, 4, 1, 0, 0, 0]
[0, 6, 9, 85.5, 61.57071406268307, 77.52449399906664, -1, 34, 2, 4, 1, 0, 0, 0]
[0, 6, 10, 84.0, 54.39478332368086, 76.92584029869532, -1, 34, 1, 5, 1, 0, 0, 0]
[0, 6, 11, 82.5, 48.07865018668458, 67.3101102613584, -1, 34, 1, 5, 2, 0, 0, 0]
[0, 6, 12, 81.0, 43.00285203354387, 57.69438022402149, -1, 34, 1, 5, 3, 0, 0, 0]
[0, 6, 13, 79.5, 34.670007700637505, 58.490202372576086, 5, 31, 1, 6, 3, 0, 0, 0]
[0, 6, 14, 78.0, 27.19739166184043, 60.81521656656117, 5, 30, 1, 7, 3, 0, 0, 0]
[0, 6, 15, 76.5, 21.501426016771934, 64.5042780503158, 5, 30, 1, 8, 3, 0, 0, 0]
[0, 6, 16, 75.0, 19.23146007467383, 69.34001540127501, 5, 30, 1, 9, 3, 0, 0, 0]
[0, 6, 17, 73.5, 9.615730037336915, 61.57071406268307, 5, 33, 0, 9, 4, 0, 0, 0]
[0, 6, 18, 72.0, 0, 54.39478332368086, 5, 30, 1, 9, 5, 1, 0, 0]
[0, 7, 1, 97.5, 90.7146157431864, 94.70395779819081, -1, 35, 1, 1, 0, 0, 0, 0]
[0, 7, 2, 96.0, 90.7146157431864, 94.70395779819081, -1, 35, 2, 1, 0, 0, 0, 0]
[0, 7, 3, 94.5, 82.71763746124408, 91.22282484984174, -1, 35, 1, 2, 0, 0, 0, 0]
[0, 7, 4, 93.0, 75.10125240771652, 88.65265056855428, -1, 35, 1, 3, 0, 0, 0, 0]
[0, 7, 5, 91.5, 69.34001540127501, 79.29334122272911, -1, 35, 1, 3, 1, 0, 0, 0]
[0, 7, 6, 90.0, 61.57071406268307, 77.52449399906664, -1, 35, 1, 4, 1, 0, 0, 0]
[0, 7, 7, 88.5, 54.39478332368086, 76.92584029869532, -1, 34, 1, 5, 1, 0, 0, 0]
[0, 7, 8, 87.0, 48.07865018668458, 67.3101102613584, -1, 34, 1, 5, 2, 0, 0, 0]
[0, 7, 9, 85.5, 43.00285203354387, 57.69438022402149, -1, 34, 1, 5, 3, 0, 0, 0]
[0, 7, 10, 84.0, 34.670007700637505, 58.490202372576086, 5, 31, 1, 6, 3, 0, 0, 0]
[0, 7, 11, 82.5, 27.19739166184043, 60.81521656656117, 5, 30, 1, 7, 3, 0, 0, 0]
[0, 7, 12, 81.0, 21.501426016771934, 64.5042780503158, 5, 30, 1, 8, 3, 0, 0, 0]
[0, 7, 13, 79.5, 19.23146007467383, 69.34001540127501, 5, 30, 1, 9, 3, 0, 0, 0]
[0, 7, 14, 78.0, 9.615730037336915, 61.57071406268307, 5, 33, 0, 9, 4, 0, 0, 0]
[0, 7, 15, 76.5, 0, 54.39478332368086, 5, 30, 1, 9, 5, 1, 0, 0]
[0, 8, 1, 97.5, 99, 99, -1, 35, 2, 9, 5, 0, 0, 0]
[0, 8, 2, 96.0, 99, 99, -1, 35, 2, 9, 5, 0, 0, 0]
[0, 8, 3, 94.5, 99, 99, -1, 35, 2, 9, 5, 0, 0, 0]
[0, 8, 4, 93.0, 99, 99, -1, 35, 2, 9, 5, 0, 0, 0]
[0, 8, 5, 91.5, 90.7146157431864, 94.70395779819081, -1, 35, 0, 1, 0, 0, 0, 0]
[0, 8, 6, 90.0, 82.71763746124408, 91.22282484984174, -1, 35, 1, 2, 0, 0, 0, 0]
[0, 8, 7, 88.5, 77.52449399906664, 82.15683345296888, -1, 35, 0, 2, 1, 0, 0, 0]
[0, 8, 8, 87.0, 69.34001540127501, 79.29334122272911, -1, 35, 1, 3, 1, 0, 0, 0]
[0, 8, 9, 85.5, 61.57071406268307, 77.52449399906664, -1, 35, 0, 4, 1, 0, 0, 0]
[0, 8, 10, 84.0, 54.39478332368086, 76.92584029869532, -1, 34, 1, 5, 1, 0, 0, 0]
[0, 8, 11, 82.5, 48.07865018668458, 67.3101102613584, -1, 34, 1, 5, 2, 0, 0, 0]
[0, 8, 12, 81.0, 43.00285203354387, 57.69438022402149, -1, 34, 1, 5, 3, 0, 0, 0]
[0, 8, 13, 79.5, 34.670007700637505, 58.490202372576086, 5, 31, 1, 6, 3, 0, 0, 0]
[0, 8, 14, 78.0, 27.19739166184043, 60.81521656656117, 5, 30, 1, 7, 3, 0, 0, 0]
[0, 8, 15, 76.5, 21.501426016771934, 64.5042780503158, 5, 30, 1, 8, 3, 0, 0, 0]
[0, 8, 16, 75.0, 19.23146007467383, 69.34001540127501, 5, 30, 1, 9, 3, 0, 0, 0]
[0, 8, 17, 73.5, 9.615730037336915, 61.57071406268307, 5, 33, 0, 9, 4, 0, 0, 0]
[0, 8, 18, 72.0, 0, 54.39478332368086, 5, 30, 1, 9, 5, 1, 0, 0]
[0, 9, 1, 97.5, 99, 99, -1, 35, 2, 9, 5, 0, 0, 0]
[0, 9, 2, 96.0, 99, 99, -1, 35, 2, 9, 5, 0, 0, 0]
[0, 9, 3, 94.5, 90.7146157431864, 94.70395779819081, -1, 35, 0, 1, 0, 0, 0, 0]
[0, 9, 4, 93.0, 82.71763746124408, 91.22282484984174, -1, 35, 0, 2, 0, 0, 0, 0]
[0, 9, 5, 91.5, 75.10125240771652, 88.65265056855428, -1, 35, 1, 3, 0, 0, 0, 0]
[0, 9, 6, 90.0, 69.34001540127501, 79.29334122272911, -1, 35, 1, 3, 1, 0, 0, 0]
[0, 9, 7, 88.5, 61.57071406268307, 77.52449399906664, -1, 35, 0, 4, 1, 0, 0, 0]
[0, 9, 8, 87.0, 56.06885928153056, 67.99347915460106, -1, 34, 0, 4, 2, 0, 0, 0]
[0, 9, 9, 85.5, 51.7822909919729, 58.490202372576086, -1, 34, 0, 4, 3, 0, 0, 0]
[0, 9, 10, 84.0, 43.00285203354387, 57.69438022402149, -1, 31, 1, 5, 3, 0, 0, 0]
[0, 9, 11, 82.5, 34.670007700637505, 58.490202372576086, 5, 31, 1, 6, 3, 0, 0, 0]
[0, 9, 12, 81.0, 27.19739166184043, 60.81521656656117, 5, 30, 1, 7, 3, 0, 0, 0]
[0, 9, 13, 79.5, 21.501426016771934, 64.5042780503158, 5, 30, 1, 8, 3, 0, 0, 0]
[0, 9, 14, 78.0, 19.23146007467383, 69.34001540127501, 5, 30, 1, 9, 3, 0, 0, 0]
[0, 9, 15, 76.5, 9.615730037336915, 61.57071406268307, 5, 33, 0, 9, 4, 0, 0, 0]
[0, 9, 16, 75.0, 0, 54.39478332368086, 5, 30, 1, 9, 5, 1, 0, 0]
[0, 10, 1, 97.5, 99, 99, -1, 35, 2, 9, 5, 0, 0, 0]
[0, 10, 2, 96.0, 99, 99, -1, 35, 2, 9, 5, 0, 0, 0]
[0, 10, 3, 94.5, 99, 99, -1, 35, 2, 9, 5, 0, 0, 0]
[0, 10, 4, 93.0, 90.7146157431864, 94.70395779819081, -1, 35, 1, 1, 0, 0, 0, 0]
[0, 10, 5, 91.5, 82.71763746124408, 91.22282484984174, -1, 35, 1, 2, 0, 0, 0, 0]
[0, 10, 6, 90.0, 75.10125240771652, 88.65265056855428, -1, 35, 1, 3, 0, 0, 0, 0]
